datetime,intraday_ret_ic,intraday_ret_rank_ic
2023-09-01,0.36057859659194946,0.32301193416242024
2023-09-04,0.005115380510687828,0.01402667198829301
2023-09-05,-0.007220986764878035,-0.07877509169088805
2023-09-06,-0.1182059645652771,-0.016592475527230068
2023-09-07,0.12742240726947784,0.17930732933140422
2023-09-08,-0.09427131712436676,-0.1550844972615194
2023-09-11,0.06593834608793259,0.08061457330998441
2023-09-12,-0.09498907625675201,-0.08338701091337893
2023-09-13,0.41304299235343933,0.40849582568994625
2023-09-14,-0.0442386269569397,-0.029074997555631085
2023-09-15,-0.09076328575611115,-0.1642687437506349
2023-09-18,-0.2756567895412445,-0.337917546358001
2023-09-19,0.27846187353134155,0.3425441623368643
2023-09-20,0.06984779983758926,0.050177721956688605
2023-09-21,0.007842957973480225,-0.07355344343286463
2023-09-22,-0.44488364458084106,-0.42885154344853127
2023-09-25,0.01080984529107809,0.029647752253579095
2023-09-26,-0.09432505816221237,-0.18199976243902793
2023-09-27,-0.12152600288391113,-0.06671052017520661
2023-09-28,0.1545104831457138,0.06338125198946315
2023-10-09,-0.022647500038146973,-0.030702599927109196
2023-10-10,-0.06031224504113197,-0.08862235475153148
2023-10-11,-0.1439414620399475,-0.2074178684407423
2023-10-12,0.00718788243830204,-0.037982256548468825
2023-10-13,0.09261681884527206,0.2089569187990308
2023-10-16,0.04378253221511841,0.12707799248187435
2023-10-17,0.19704163074493408,0.21379072179193
2023-10-18,-0.20957395434379578,-0.27145876871221986
2023-10-19,-0.05256490036845207,-0.09988877445679685
2023-10-20,-0.2478434294462204,-0.21981510497087559
2023-10-23,-0.16722054779529572,-0.20424445182016543
2023-10-24,-0.025685595348477364,-0.00866459463076186
2023-10-25,0.11457142233848572,0.08463549930808685
2023-10-26,-0.1359047293663025,-0.14876169699141603
2023-10-27,0.3644304871559143,0.40343823571635246
2023-10-30,-0.1110496073961258,-0.21202736753434206
2023-10-31,0.13155247271060944,0.13515749382246858
2023-11-01,0.34478622674942017,0.3084900623624057
2023-11-02,-0.3185584247112274,-0.4277861576030426
2023-11-03,0.40383169054985046,0.4896221188774462
2023-11-06,0.04392882436513901,-0.03568797972663093
2023-11-07,-0.05797363072633743,-0.06784118102419413
2023-11-08,-0.048616036772727966,-0.11182668858919868
2023-11-09,-0.1914818286895752,-0.13204086417462166
2023-11-10,-0.15286952257156372,-0.14754622258152003
2023-11-13,0.06877292692661285,0.013085112022764219
2023-11-14,-0.09072230756282806,-0.3341184666983608
2023-11-15,0.09091468155384064,0.08952220628847139
2023-11-16,0.03191804140806198,-0.10908140527867195
2023-11-17,0.03885854035615921,-0.048015256732469314
2023-11-20,-0.17129941284656525,-0.11099803882286702
2023-11-21,0.2741817235946655,0.34926874270525166
2023-11-22,-0.12222204357385635,-0.2416229359508514
2023-11-23,0.0281276386231184,-0.046820230212487594
2023-11-24,0.21498878300189972,0.19270008850272272
2023-11-27,0.04807667061686516,0.021735642357983132
2023-11-28,0.004976026713848114,-0.003158277586286325
2023-11-29,0.11235742270946503,0.16475292906220074
2023-11-30,0.05042296648025513,0.005337375016351384
2023-12-01,0.14640286564826965,0.1688065647067454
2023-12-04,0.1886039674282074,0.22093376370845394
2023-12-05,0.2471923679113388,-0.015100151927351379
2023-12-06,-0.0844646543264389,-0.19843319640081805
2023-12-07,0.14440304040908813,0.02813036196060983
2023-12-08,-0.11973296105861664,-0.10986034590642597
2023-12-11,-0.0389118455350399,-0.05040348029573767
2023-12-12,0.12215923517942429,0.16009443778008994
2023-12-13,0.05768313631415367,0.13251591482402034
2023-12-14,-0.16010907292366028,-0.20567982947919794
2023-12-15,-0.15192773938179016,-0.1556016058081097
2023-12-18,-0.17602244019508362,-0.1559350481817412
2023-12-19,0.012728512287139893,-0.08039740365905794
2023-12-20,-0.004708185791969299,-0.14599338578079063
2023-12-21,0.20886985957622528,0.10432125811441041
2023-12-22,0.2054716944694519,0.07730090701412426
2023-12-25,0.1368304193019867,0.03560187818012681
2023-12-26,-0.18199600279331207,-0.1084047037604822
2023-12-27,-0.4600197672843933,-0.5744180465065766
2023-12-28,-0.2733573615550995,-0.23805646291489038
2023-12-29,0.07613737136125565,0.15356769696997824
2024-01-02,0.4274149537086487,0.4714089392752929
2024-01-03,0.2784290015697479,0.3611940451178562
2024-01-04,0.24027851223945618,0.328488437667963
2024-01-05,0.29509657621383667,0.24424547257632082
2024-01-08,-0.050038985908031464,0.038915217817767404
2024-01-09,0.3538988530635834,0.27707310070734276
2024-01-10,0.18229541182518005,0.10365533388653628
2024-01-11,-0.23801082372665405,-0.30365987139041634
2024-01-12,-0.007239155471324921,0.08698929609637511
2024-01-15,-0.07789400219917297,0.0010649489995203463
2024-01-16,0.11795226484537125,0.16045471818593535
2024-01-17,-0.21039198338985443,-0.3236935811319753
2024-01-18,-0.2352481186389923,-0.16195232361512757
2024-01-19,0.09278604388237,0.22276354759725414
2024-01-22,-0.3757860064506531,-0.37968966017910133
2024-01-23,-0.059006042778491974,-0.05987058792426854
2024-01-24,0.35995161533355713,0.28009256995861387
2024-01-25,0.17047226428985596,0.0770118910765018
2024-01-26,0.3464544415473938,0.44613217741082256
2024-01-29,0.22026552259922028,0.3291484252184503
2024-01-30,0.1528075933456421,0.23440200453212798
2024-01-31,-0.3293796479701996,-0.3405288361932864
2024-02-01,-0.3231821656227112,-0.33768833277383087
2024-02-02,0.4773876667022705,0.5194794949291643
2024-02-05,-0.41586238145828247,-0.4938989626879446
2024-02-06,0.20896941423416138,0.18357816859724846
2024-02-07,-0.056004732847213745,0.014284317420668852
2024-02-08,-0.15426647663116455,-0.1974920230752179
2024-02-19,0.07365524023771286,0.13927661407135367
2024-02-20,-0.09941942244768143,-0.29366367406931204
2024-02-21,-0.15074458718299866,-0.17979249482756354
2024-02-22,0.128309965133667,0.12338440100663385
2024-02-23,-0.062176331877708435,-0.1168565979877334
2024-02-26,0.4032256007194519,0.42429714328237406
2024-02-27,-0.5120640993118286,-0.5742058885492678
2024-02-28,-0.609400749206543,-0.6816902804489373
2024-02-29,0.418644517660141,0.44968512125350985
2024-03-01,0.12389184534549713,0.10613543688333386
2024-03-04,-0.008384465239942074,0.03549978694172751
2024-03-05,-0.3688810169696808,-0.34874543990357904
2024-03-06,-0.13761058449745178,-0.1694518260541416
2024-03-07,-0.21704541146755219,-0.285710539599513
2024-03-08,-0.004772704094648361,-0.13722307122513946
2024-03-11,0.45028531551361084,0.5624979513580531
2024-03-12,-0.15370497107505798,-0.25534199086133885
2024-03-13,0.013914307579398155,0.03848050069572775
2024-03-14,0.06419926136732101,0.0012165370365835797
2024-03-15,0.0441892147064209,0.008087177332140198
2024-03-18,-0.16815638542175293,-0.20817120429769834
2024-03-19,-0.08667576313018799,-0.10082229117444931
2024-03-20,0.12017564475536346,0.2648910871514698
2024-03-21,0.10606551915407181,0.16325173051928546
2024-03-22,0.165736585855484,0.3392973082723105
2024-03-25,0.14317022264003754,0.16705396372023465
2024-03-26,0.03856965899467468,0.07419821033600853
2024-03-27,-0.35836827754974365,-0.383472125679854
2024-03-28,-0.09476740658283234,-0.09551925762453335
2024-03-29,-0.19618135690689087,-0.23364107783540156
2024-04-01,0.016152307391166687,-0.07535388699340682
2024-04-02,0.30170178413391113,0.3233092723765415
2024-04-03,0.11816339194774628,0.16498455116450453
2024-04-08,-0.3274073004722595,-0.4657822714997202
2024-04-09,-0.2685648202896118,-0.36124635356500323
2024-04-10,0.10749269276857376,0.19136986659919986
2024-04-11,0.18840648233890533,0.2748668746562939
2024-04-12,-0.000619424507021904,0.026077467503237972
2024-04-15,0.25408369302749634,0.320877993148486
2024-04-16,-0.36392301321029663,-0.4460516739651793
2024-04-17,-0.030123457312583923,-0.11343178506032899
2024-04-18,0.049465686082839966,0.07146349263024565
2024-04-19,-0.037972062826156616,-0.15058757123341757
2024-04-22,0.2287614494562149,0.27901936858310955
2024-04-23,-0.03276771679520607,-0.1856042306061345
2024-04-24,-0.19872844219207764,-0.24247259749368438
2024-04-25,-0.07554715871810913,-0.0656854448532089
2024-04-26,0.3572153151035309,0.4009575763162322
2024-04-29,-0.28229817748069763,-0.3363021046678218
2024-04-30,-0.1082041934132576,-0.15415279232250534
2024-05-06,0.004220649600028992,0.015439719327576987
2024-05-07,-0.21037107706069946,-0.1887553806392544
2024-05-08,-0.2662656307220459,-0.34744156004764276
2024-05-09,-0.08862638473510742,-0.14707364738662573
2024-05-10,0.29202014207839966,0.3540729649487562
2024-05-13,-0.040940091013908386,-0.08719840529462018
2024-05-14,-0.32119619846343994,-0.23375629120178243
2024-05-15,0.20843738317489624,0.17312028548408942
2024-05-16,0.40862512588500977,0.23442710611000403
2024-05-17,-0.0670224130153656,0.06881287162972262
2024-05-20,-0.15173107385635376,-0.16706951277847717
2024-05-21,-0.15066292881965637,-0.1647530707376963
2024-05-22,-0.16660289466381073,-0.2346243300459381
2024-05-23,0.21770250797271729,0.2860598945347671
2024-05-24,0.09194648265838623,0.12192241682776021
2024-05-27,0.18058444559574127,0.17351044329151932
2024-05-28,-0.03541141003370285,-0.10099953954685745
